nohup: 忽略输入
✅ 检测到已有输出文件，尝试读取已处理结果：/home/cuhk/Documents/Test_lx/Find_Paper/ICRA2024_Title_标题_DOI_Abstract_摘要_关键词.csv
   已同步 0 条已处理结果到当前批次。

--- 待处理总行数: 1760 | 新任务数: 1760 ---
✔ 完成 [1066/1760] | 设备: 其他 | 标题: A 3D Mixed Reality Interface for Human-Robot Teaming....
✔ 完成 [1070/1760] | 设备: 其他 | 标题: Design and Central Pattern Generator Control of a New Transformable Wheel-Legged...
✔ 完成 [1069/1760] | 设备: 其他 | 标题: Rolling with Planar Parametric Curves for Real-time Robot Locomotion Algorithms....
✔ 完成 [1072/1760] | 设备: 机器狗 | 标题: Deep Compliant Control for Legged Robots....
✔ 完成 [1071/1760] | 设备: 其他 | 标题: Mechanical Design and Kinematics of a Multimodal Two-wheeled Robot....
✔ 完成 [1076/1760] | 设备: 机器狗 | 标题: Robust Quadrupedal Locomotion via Risk-Averse Policy Learning....
✔ 完成 [1074/1760] | 设备: 机器狗 | 标题: Extreme Parkour with Legged Robots....
✔ 完成 [1075/1760] | 设备: 机器狗 | 标题: Learning Risk-Aware Quadrupedal Locomotion using Distributional Reinforcement Le...
✔ 完成 [1077/1760] | 设备: 机器狗 | 标题: Maximizing Quadruped Velocity by Minimizing Energy....
✔ 完成 [1073/1760] | 设备: 机器狗 | 标题: Learning Agile Locomotion and Adaptive Behaviors via RL-augmented MPC....
✔ 完成 [1080/1760] | 设备: 机械臂 | 标题: Force Feedback Model-Predictive Control via Online Estimation....
✔ 完成 [1081/1760] | 设备: 无人机 | 标题: Trajectory Tracking Runtime Assurance for Systems with Partially Unknown Dynamic...
✔ 完成 [1079/1760] | 设备: 其他 | 标题: Optimal Control for Clutched-Elastic Robots: A Contact-Implicit Approach....
✔ 完成 [1078/1760] | 设备: 机器狗 | 标题: Dexterous Legged Locomotion in Confined 3D Spaces with Reinforcement Learning....
✔ 完成 [1083/1760] | 设备: 无人小车 | 标题: Stable, Safe, and Passive Teleoperation of Multi-Robot Systems....
✔ 完成 [1082/1760] | 设备: 无人机 | 标题: How to Train Your Neural Control Barrier Function: Learning Safety Filters for C...
✔ 完成 [1084/1760] | 设备: 机械臂 | 标题: Online Multi-Contact Feedback Model Predictive Control for Interactive Robotic T...
✔ 完成 [1088/1760] | 设备: 机械臂 | 标题: A Generic Modeling Framework For the Design of Tendon-Driven Continuum Manipulat...
✔ 完成 [1086/1760] | 设备: 其他 | 标题: Vascular Centerline-Guided Autonomous Navigation Methods for Robot-Lead Endovasc...
✔ 完成 [1085/1760] | 设备: 机械臂 | 标题: Co-Axial Slender Tubular robot (CAST): Towards Robotized Operation for Transorbi...
✔ 完成 [1089/1760] | 设备: 其他 | 标题: Bevel-Tip Needle Deflection Modeling, Simulation, and Validation in Multi-Layer ...
✔ 完成 [1091/1760] | 设备: 无人机 | 标题: Learning-based Inverse Perception Contracts and Applications....
✔ 完成 [1090/1760] | 设备: 机械臂 | 标题: Excitation Trajectory Optimization for Dynamic Parameter Identification Using Vi...
✔ 完成 [1087/1760] | 设备: 其他 | 标题: A Soft Micro-Robotic Catheter for Aneurysm Treatment: A Novel Design and Enhance...
✔ 完成 [1092/1760] | 设备: 其他 | 标题: Safe Multi-Robot Exploration using Symbolic Control....
✔ 完成 [1094/1760] | 设备: 其他 | 标题: Closing the Perception-Action Loop for Semantically Safe Navigation in Semi-Stat...
✔ 完成 [1095/1760] | 设备: 其他 | 标题: Risk-aware Control for Robots with Non-Gaussian Belief Spaces....
✔ 完成 [1093/1760] | 设备: 机械臂 | 标题: Receding-Constraint Model Predictive Control using a Learned Approximate Control...
✔ 完成 [1096/1760] | 设备: 其他 | 标题: Conformal Decision Theory: Safe Autonomous Decisions from Imperfect Predictions....
✔ 完成 [1097/1760] | 设备: 无人小车 | 标题: A Learning-Based Framework for Safe Human-Robot Collaboration with Multiple Back...
✔ 完成 [1100/1760] | 设备: 机械臂 | 标题: Analysis and Validation of Stiffness and Payload of Nematode-Inspired Cable Rout...
✔ 完成 [1101/1760] | 设备: 其他 | 标题: PPO-Based Dynamic Control of Uncertain Floating Platforms in Zero-G Environment....
✔ 完成 [1098/1760] | 设备: 其他 | 标题: Anisotropic body compliance facilitates robotic sidewinding in complex environme...
✔ 完成 [1099/1760] | 设备: 其他 | 标题: Environment-Modulated Self-Assembly by Changes in Modules' Buoyancy....
✔ 完成 [1103/1760] | 设备: 其他 | 标题: Online Supervised Training of Spaceborne Vision during Proximity Operations usin...
✔ 完成 [1102/1760] | 设备: 其他 | 标题: Learning-Aided Control of Robotic Tether-Net with Maneuverable Nodes to Capture ...
✔ 完成 [1104/1760] | 设备: 机械臂 | 标题: Towards Real-World Efficiency: Domain Randomization in Reinforcement Learning fo...
✔ 完成 [1106/1760] | 设备: 无人小车 | 标题: Covariance Based Terrain Mapping for Autonomous Mobile Robots....
✔ 完成 [1108/1760] | 设备: 无人机 | 标题: A Compiler Framework for Proactive UAV Regulation Enforcement....
✔ 完成 [1105/1760] | 设备: 其他 | 标题: SPADES: A Realistic Spacecraft Pose Estimation Dataset using Event Sensing....
✔ 完成 [1107/1760] | 设备: 其他 | 标题: VINSat: Solving the Lost-in-Space Problem with Visual-Inertial Navigation....
✔ 完成 [1110/1760] | 设备: 无人机 | 标题: Trajectory Optimization for Cooperatively Localizing Quadrotor UAVs....
✔ 完成 [1111/1760] | 设备: 无人机 | 标题: Extending Guiding Vector Field to track unbounded UAV paths....
✔ 完成 [1109/1760] | 设备: 无人机 | 标题: Real-time Dynamic-consistent Motion Planning for Over-actuated UAVs....
✔ 完成 [1112/1760] | 设备: 无人机 | 标题: Tethered Lifting-Wing Multicopter Landing Like Kite....
✔ 完成 [1114/1760] | 设备: 无人机 | 标题: Bio-inspired visual relative localization for large swarms of UAVs....
✔ 完成 [1113/1760] | 设备: 无人机 | 标题: AirFisheye Dataset: A Multi-Model Fisheye Dataset for UAV Applications....
✔ 完成 [1120/1760] | 设备: 其他 | 标题: Towards Robotic Tree Manipulation: Leveraging Graph Representations....
✔ 完成 [1119/1760] | 设备: 其他 | 标题: Inexpensive, Automated Pruning Weight Estimation in Vineyards....
✔ 完成 [1116/1760] | 设备: 其他 | 标题: Dynamic evaluation of a suction based gripper for fruit picking using a physical...
✔ 完成 [1117/1760] | 设备: 其他 | 标题: Strawberry Weight Estimation Based on Plane-Constrained Binary Division Point Cl...
✔ 完成 [1121/1760] | 设备: 无人小车 | 标题: Field Evaluation of a Prioritized Path-Planning Algorithm for Heterogeneous Agri...
✔ 完成 [1115/1760] | 设备: 无人机 | 标题: Heuristic-based Incremental Probabilistic Roadmap for Efficient UAV Exploration ...
✔ 完成 [1118/1760] | 设备: 无人机 | 标题: Aerial Image-based Inter-day Registration for Precision Agriculture....
✔ 完成 [1122/1760] | 设备: 无人机/无人小车 | 标题: GPS-VIO Fusion with Online Rotational Calibration....
✔ 完成 [1123/1760] | 设备: 无人机 | 标题: Fully Onboard Low-Power Localization with Semantic Sensor Fusion on a Nano-UAV u...
✔ 完成 [1126/1760] | 设备: 无人小车 | 标题: Accurate Prior-centric Monocular Positioning with Offline LiDAR Fusion....
✔ 完成 [1125/1760] | 设备: 其他 | 标题: Dual-IMU State Estimation for Relative Localization of Two Mobile Agents....
✔ 完成 [1130/1760] | 设备: 其他 | 标题: Efficient Pose Prediction with Rational Regression applied to vSLAM....
✔ 完成 [1124/1760] | 设备: 其他 | 标题: The LuViRA Dataset: Synchronized Vision, Radio, and Audio Sensors for Indoor Loc...
✔ 完成 [1129/1760] | 设备: 其他 | 标题: Robust Indoor Localization with Ranging-IMU Fusion....
✔ 完成 [1127/1760] | 设备: 其他 | 标题: A Nonlinear Estimator for Dead Reckoning of Aquatic Surface Vehicles Using an IM...
✔ 完成 [1131/1760] | 设备: 其他 | 标题: IMU-Aided Event-based Stereo Visual Odometry....
✔ 完成 [1128/1760] | 设备: 无人机 | 标题: An Equivariant Approach to Robust State Estimation for the ArduPilot Autopilot S...
✔ 完成 [1133/1760] | 设备: 其他 | 标题: Semantically Guided Feature Matching for Visual SLAM....
✔ 完成 [1132/1760] | 设备: 其他 | 标题: Multi-Radar Inertial Odometry for 3D State Estimation using mmWave Imaging Radar...
✔ 完成 [1135/1760] | 设备: 其他 | 标题: DMSA - Dense Multi Scan Adjustment for LiDAR Inertial Odometry and Global Optimi...
✔ 完成 [1134/1760] | 设备: 其他 | 标题: DVI-SLAM: A Dual Visual Inertial SLAM Network....
✔ 完成 [1138/1760] | 设备: 无人机 | 标题: Distributed Control Barrier Functions for Global Connectivity Maintenance....
✔ 完成 [1137/1760] | 设备: 无人机/无人小车 | 标题: Coordinated Landing Control for Cross-Domain UAV-USV Fleets Using Heterogeneous-...
✔ 完成 [1136/1760] | 设备: 其他 | 标题: CTA-LO: Accurate and Robust LiDAR Odometry Using Continuous-Time Adaptive Estima...
✔ 完成 [1139/1760] | 设备: 无人小车 | 标题: Stability Analysis of Distance-Angle Leader-Follower Formation Control....
✔ 完成 [1140/1760] | 设备: 其他 | 标题: A Distributed Multi-Robot Framework for Exploration, Information Acquisition and...
✔ 完成 [1141/1760] | 设备: 无人机 | 标题: Environmental Awareness Dynamic 5G QoS for Retaining Real Time Constraints in Ro...
✔ 完成 [1144/1760] | 设备: 其他 | 标题: Opportunistic Communication in Robot Teams....
✔ 完成 [1143/1760] | 设备: 其他 | 标题: FogROS2-Config: A Toolkit for Choosing Server Configurations for Cloud Robotics....
✔ 完成 [1145/1760] | 设备: 机械臂 | 标题: Enhancing the Tracking Performance of Passivity-based High-Frequency Robot Cloud...
✔ 完成 [1142/1760] | 设备: 机械臂 | 标题: CloudGripper: An Open Source Cloud Robotics Testbed for Robotic Manipulation Res...
✔ 完成 [1147/1760] | 设备: 其他 | 标题: SE(2) Assembly Planning for Magnetic Modular Cubes....
✔ 完成 [1146/1760] | 设备: 其他 | 标题: Leveraging Opportunism in Sample-Based Motion Planning....
✔ 完成 [1149/1760] | 设备: 无人小车 | 标题: Multi-Profile Quadratic Programming (MPQP) for Optimal Gap Selection and Speed P...
✔ 完成 [1148/1760] | 设备: 机械臂 | 标题: A Constrained Path Following Method for Snake-like Manipulators via Controlled W...
✔ 完成 [1151/1760] | 设备: 机器狗 | 标题: A Control Barrier Function-based Motion Planning Scheme for a Quadruped Robot....
✔ 完成 [1150/1760] | 设备: 机械臂 | 标题: IKLink: End-Effector Trajectory Tracking with Minimal Reconfigurations....
✔ 完成 [1153/1760] | 设备: 无人机 | 标题: Practical and Safe Navigation Function Based Motion Planning of UAVs....
✔ 完成 [1152/1760] | 设备: 机械臂 | 标题: Physics-informed Neural Motion Planning on Constraint Manifolds....
❌ 错误: API 或解析失败: Invalid \escape: line 5 column 759 (char 965) (标题: Flock-Formation Control of Mul...)
✔ 完成 [1154/1760] | 设备: 其他 | 标题: Flock-Formation Control of Multi-Agent Systems using Imperfect Relative Distance...
✔ 完成 [1156/1760] | 设备: 其他 | 标题: Automatically designing robot swarms in environments populated by other robots: ...
✔ 完成 [1155/1760] | 设备: 其他 | 标题: Reciprocal and Non-Reciprocal Swarmalators with Programmable Locomotion and Form...
✔ 完成 [1158/1760] | 设备: 其他 | 标题: Geometry-Informed Distance Candidate Selection for Adaptive Lightweight Omnidire...
✔ 完成 [1159/1760] | 设备: 其他 | 标题: On camera model conversions....
✔ 完成 [1160/1760] | 设备: 无人机/无人小车 | 标题: RadCloud: Real-Time High-Resolution Point Cloud Generation Using Low-Cost Radars...
✔ 完成 [1157/1760] | 设备: 无人机 | 标题: CrazySim: A Software-in-the-Loop Simulator for the Crazyflie Nano Quadrotor....
✔ 完成 [1161/1760] | 设备: 其他 | 标题: That's My Point: Compact Object-centric LiDAR Pose Estimation for Large-scale Ou...
✔ 完成 [1162/1760] | 设备: 机械臂 | 标题: CppFlow: Generative Inverse Kinematics for Efficient and Robust Cartesian Path P...
✔ 完成 [1163/1760] | 设备: 其他 | 标题: A Point-to-distribution Degeneracy Detection Factor for LiDAR SLAM using Local G...
✔ 完成 [1164/1760] | 设备: 其他 | 标题: i-Octree: A Fast, Lightweight, and Dynamic Octree for Proximity Search....
✔ 完成 [1166/1760] | 设备: 其他 | 标题: Collision Detection and Avoidance for Black Box Multi-Robot Navigation....
✔ 完成 [1165/1760] | 设备: 其他 | 标题: Morphable-SfS: Enhancing Shape-from-Silhouette Via Morphable Modeling....
✔ 完成 [1167/1760] | 设备: 其他 | 标题: Stackelberg Game-Theoretic Trajectory Guidance for Multi-Robot Systems with Koop...
✔ 完成 [1168/1760] | 设备: 其他 | 标题: Learning Heterogeneous Multi-Agent Allocations for Ergodic Search....
✔ 完成 [1169/1760] | 设备: 其他 | 标题: Multi-Robot Cooperative Socially-Aware Navigation Using Multi-Agent Reinforcemen...
✔ 完成 [1170/1760] | 设备: 无人小车 | 标题: Multi-agent Path Finding for Cooperative Autonomous Driving....
✔ 完成 [1171/1760] | 设备: 无人小车 | 标题: Communication-Aware Map Compression for Online Path-Planning....
✔ 完成 [1173/1760] | 设备: 其他 | 标题: Multi-Robot Informative Path Planning from Regression with Sparse Gaussian Proce...
✔ 完成 [1172/1760] | 设备: 无人机 | 标题: Wind Field Modeling for Formation Planning in Multi-Drone Systems....
✔ 完成 [1174/1760] | 设备: 其他 | 标题: ASP-LED: Learning Ambiguity-Aware Structural Priors for Joint Low-Light Enhancem...
✔ 完成 [1175/1760] | 设备: 其他 | 标题: AnyOKP: One-Shot and Instance-Aware Object Keypoint Extraction with Pretrained V...
✔ 完成 [1179/1760] | 设备: 其他 | 标题: CrossVideo: Self-supervised Cross-modal Contrastive Learning for Point Cloud Vid...
✔ 完成 [1176/1760] | 设备: 其他 | 标题: RenderOcc: Vision-Centric 3D Occupancy Prediction with 2D Rendering Supervision....
✔ 完成 [1177/1760] | 设备: 其他 | 标题: Doduo: Learning Dense Visual Correspondence from Unsupervised Semantic-Aware Flo...
✔ 完成 [1178/1760] | 设备: 机械臂 | 标题: RoboLLM: Robotic Vision Tasks Grounded on Multimodal Large Language Models....
✔ 完成 [1180/1760] | 设备: 其他 | 标题: V2CE: Video to Continuous Events Simulator....
✔ 完成 [1181/1760] | 设备: 机械臂 | 标题: Physically Grounded Vision-Language Models for Robotic Manipulation....
✔ 完成 [1182/1760] | 设备: 其他 | 标题: How Many Views Are Needed to Reconstruct an Unknown Object Using NeRF?...
✔ 完成 [1183/1760] | 设备: 其他 | 标题: Active Implicit Reconstruction Using One-Shot View Planning....
✔ 完成 [1184/1760] | 设备: 无人小车 | 标题: Multimodal Object Query Initialization for 3D Object Detection....
✔ 完成 [1185/1760] | 设备: 其他 | 标题: SM3: Self-supervised Multi-task Modeling with Multi-view 2D Images for Articulat...
✔ 完成 [1188/1760] | 设备: 机械臂 | 标题: TRTM: Template-based Reconstruction and Target-oriented Manipulation of Crumpled...
✔ 完成 [1186/1760] | 设备: 其他 | 标题: MF-MOS: A Motion-Focused Model for Moving Object Segmentation....
✔ 完成 [1187/1760] | 设备: 其他 | 标题: Improving Neural Indoor Surface Reconstruction with Mask-Guided Adaptive Consist...
✔ 完成 [1189/1760] | 设备: 机械臂 | 标题: SculptBot: Pre-Trained Models for 3D Deformable Object Manipulation....
✔ 完成 [1192/1760] | 设备: 机器狗 | 标题: Recursive Least Squares with Log-Determinant Divergence Regularisation for Onlin...
✔ 完成 [1190/1760] | 设备: 无人小车 | 标题: Learning-based Model Predictive Control for an Autonomous Formula Student Racing...
✔ 完成 [1191/1760] | 设备: 其他 | 标题: Adaptive Gait Modeling and Optimization for Principally Kinematic Systems....
